"path","line","component","layer","visibility","same_name_count","initial_status"
"src/app/(authenticated)/AuthenticatedLayout.tsx","15","AuthenticatedLayoutContent","route-local","internal","1","local"
"src/app/(authenticated)/AuthenticatedLayout.tsx","186","AuthenticatedLayout","route-local","exported","1","local"
"src/app/(authenticated)/cashing-up/daily/_components/DailyClient.tsx","137","DailyClient","route-local","exported","1","local"
"src/app/(authenticated)/cashing-up/daily/page.tsx","10","DailyCashupPage","route-entry","exported","1","route"
"src/app/(authenticated)/cashing-up/dashboard/_components/DashboardClient.tsx","93","DashboardClient","route-local","exported","2","local"
"src/app/(authenticated)/cashing-up/dashboard/page.tsx","10","CashupDashboardPage","route-entry","exported","1","route"
"src/app/(authenticated)/cashing-up/import/_components/ImportClient.tsx","36","ImportClient","route-local","exported","1","local"
"src/app/(authenticated)/cashing-up/import/page.tsx","3","ImportPage","route-entry","exported","1","route"
"src/app/(authenticated)/cashing-up/insights/_components/InsightsClient.tsx","66","SalesMixTooltip","route-local","internal","1","local"
"src/app/(authenticated)/cashing-up/insights/_components/InsightsClient.tsx","108","SalesMixTrendChart","route-local","internal","1","local"
"src/app/(authenticated)/cashing-up/insights/_components/InsightsClient.tsx","169","InsightsClient","route-local","exported","2","local"
"src/app/(authenticated)/cashing-up/insights/page.tsx","13","CashupInsightsPage","route-entry","exported","1","route"
"src/app/(authenticated)/cashing-up/layout.tsx","13","CashingUpLayout","route-entry","exported","1","route"
"src/app/(authenticated)/cashing-up/weekly/_components/WeeklyClient.tsx","46","WeeklyClient","route-local","exported","1","local"
"src/app/(authenticated)/cashing-up/weekly/page.tsx","6","WeeklyCashupPage","route-entry","exported","1","route"
"src/app/(authenticated)/customers/_components/CustomersClient.tsx","56","PlusIcon","route-local","internal","2","local"
"src/app/(authenticated)/customers/_components/CustomersClient.tsx","59","PencilIcon","route-local","internal","1","local"
"src/app/(authenticated)/customers/_components/CustomersClient.tsx","62","TrashIcon","route-local","internal","1","local"
"src/app/(authenticated)/customers/_components/CustomersClient.tsx","65","MessageIcon","route-local","internal","1","local"
"src/app/(authenticated)/customers/_components/CustomersClient.tsx","87","CustomersClient","route-local","exported","1","local"
"src/app/(authenticated)/customers/[id]/page.tsx","247","CustomerViewPage","route-entry","exported","1","route"
"src/app/(authenticated)/customers/insights/page.tsx","77","CustomersInsightsPage","route-entry","exported","1","route"
"src/app/(authenticated)/customers/loading.tsx","3","Loading","route-entry","exported","10","route"
"src/app/(authenticated)/customers/page.tsx","17","CustomersPage","route-entry","exported","1","route"
"src/app/(authenticated)/dashboard/_components/DashboardClient.tsx","97","DashboardClient","route-local","exported","2","local"
"src/app/(authenticated)/dashboard/loading.tsx","3","Loading","route-entry","exported","10","route"
"src/app/(authenticated)/dashboard/page.tsx","61","DashboardPage","route-entry","exported","1","route"
"src/app/(authenticated)/dashboard/UpcomingScheduleCalendar.tsx","18","UpcomingScheduleCalendar","route-local","exported","1","local"
"src/app/(authenticated)/employees/_components/EmployeesClient.tsx","62","PortalInviteButton","route-local","internal","1","local"
"src/app/(authenticated)/employees/_components/EmployeesClient.tsx","84","EmployeesClient","route-local","exported","1","local"
"src/app/(authenticated)/employees/[employee_id]/_components/EmployeeDetailTabs.tsx","21","EmployeeDetailTabs","route-local","exported","1","local"
"src/app/(authenticated)/employees/[employee_id]/_components/EmployeeHeaderActions.tsx","17","EmployeeHeaderActions","route-local","exported","1","local"
"src/app/(authenticated)/employees/[employee_id]/_components/QuickAddNoteSheet.tsx","20","QuickAddNoteSheet","route-local","exported","1","local"
"src/app/(authenticated)/employees/[employee_id]/edit/EmployeeEditClient.tsx","24","EmployeeEditClient","route-local","exported","1","local"
"src/app/(authenticated)/employees/[employee_id]/edit/page.tsx","13","EditEmployeePage","route-entry","exported","1","route"
"src/app/(authenticated)/employees/[employee_id]/page.tsx","56","EmployeeDetailPage","route-entry","exported","1","route"
"src/app/(authenticated)/employees/birthdays/page.tsx","36","EmployeeBirthdaysPage","route-entry","exported","1","route"
"src/app/(authenticated)/employees/loading.tsx","3","Loading","route-entry","exported","10","route"
"src/app/(authenticated)/employees/new/NewEmployeeOnboardingClient.tsx","217","NewEmployeeOnboardingClient","route-local","exported","1","local"
"src/app/(authenticated)/employees/new/page.tsx","7","NewEmployeePage","route-entry","exported","1","route"
"src/app/(authenticated)/employees/page.tsx","14","EmployeesPage","route-entry","exported","1","route"
"src/app/(authenticated)/employees/reliability/page.tsx","46","SortLink","route-entry","internal","1","route"
"src/app/(authenticated)/employees/reliability/page.tsx","67","EmployeeReliabilityLeaderboardPage","route-entry","exported","1","route"
"src/app/(authenticated)/error.tsx","5","AuthenticatedError","route-entry","exported","1","route"
"src/app/(authenticated)/events/_components/BarMini.tsx","11","BarMini","route-local","exported","1","local"
"src/app/(authenticated)/events/_components/EventBoardView.tsx","26","EventBoardView","route-local","exported","1","local"
"src/app/(authenticated)/events/_components/EventCard.tsx","32","EventCard","route-local","exported","1","local"
"src/app/(authenticated)/events/_components/EventDrawer.tsx","76","EventDrawer","route-local","exported","1","local"
"src/app/(authenticated)/events/_components/EventDrawer.tsx","978","Section","route-local","internal","3","local"
"src/app/(authenticated)/events/_components/EventFilterPanel.tsx","32","EventFilterPanel","route-local","exported","1","local"
"src/app/(authenticated)/events/_components/EventListView.tsx","58","EventListView","route-local","exported","1","local"
"src/app/(authenticated)/events/_components/EventsClient.tsx","58","EventsClient","route-local","exported","1","local"
"src/app/(authenticated)/events/_components/EventTodosWidget.tsx","18","EventTodosWidget","route-local","exported","1","local"
"src/app/(authenticated)/events/[id]/AddManualBookingForm.tsx","49","AddManualBookingForm","route-local","exported","1","local"
"src/app/(authenticated)/events/[id]/EditAttendeeNamesModal.tsx","21","EditAttendeeNamesModal","route-local","exported","1","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","165","EventDetailClient","route-local","exported","1","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","787","OverviewTab","route-local","internal","1","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","859","ShortLinksTab","route-local","internal","1","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","944","AttendeesTab","route-local","internal","1","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","1501","MarketingMessagesCard","route-local","internal","1","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","1564","MarketingTab","route-local","internal","1","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","1602","DetailRow","route-local","internal","2","local"
"src/app/(authenticated)/events/[id]/EventDetailClient.tsx","1624","CopyButton","route-local","internal","1","local"
"src/app/(authenticated)/events/[id]/EventTicketTypesCard.tsx","45","EventTicketTypesCard","route-local","exported","1","local"
"src/app/(authenticated)/events/[id]/loading.tsx","3","Loading","route-entry","exported","10","route"
"src/app/(authenticated)/events/[id]/page.tsx","26","EventDetailPage","route-entry","exported","1","route"
"src/app/(authenticated)/events/[id]/RefundBookingDialog.tsx","31","RefundBookingDialog","route-local","exported","1","local"
"src/app/(authenticated)/events/loading.tsx","3","Loading","route-entry","exported","10","route"
"src/app/(authenticated)/events/page.tsx","21","EventsPage","route-entry","exported","1","route"
"src/app/(authenticated)/events/todo/_components/TodoClient.tsx","39","TodoClient","route-local","exported","1","local"
"src/app/(authenticated)/events/todo/page.tsx","13","EventsTodoPage","route-entry","exported","1","route"
"src/app/(authenticated)/expenses/_components/ExpenseFileViewer.tsx","26","ExpenseFileViewer","route-local","exported","1","local"
"src/app/(authenticated)/expenses/_components/ExpenseForm.tsx","54","ExpenseForm","route-local","exported","1","local"
"src/app/(authenticated)/expenses/_components/ExpensesClient.tsx","64","ExpensesClient","route-local","exported","1","local"
"src/app/(authenticated)/expenses/_components/ExpensesClient.tsx","453","CheckIcon","route-local","internal","2","local"
"src/app/(authenticated)/expenses/_components/ExpensesClient.tsx","461","CrossIcon","route-local","internal","1","local"
"src/app/(authenticated)/expenses/insights/_components/ExpensesInsightsClient.tsx","48","ExpensesInsightsClient","route-local","exported","1","local"
"src/app/(authenticated)/expenses/insights/page.tsx","14","ExpensesInsightsPage","route-entry","exported","1","route"
"src/app/(authenticated)/expenses/page.tsx","7","ExpensesPage","route-entry","exported","1","route"
"src/app/(authenticated)/feedback-inbox/FeedbackInboxClient.tsx","51","StarRating","route-local","internal","2","local"
"src/app/(authenticated)/feedback-inbox/FeedbackInboxClient.tsx","75","ContactCell","route-local","internal","1","local"
"src/app/(authenticated)/feedback-inbox/FeedbackInboxClient.tsx","112","FeedbackControls","route-local","internal","1","local"
"src/app/(authenticated)/feedback-inbox/FeedbackInboxClient.tsx","207","FeedbackRow","route-local","internal","1","local"
"src/app/(authenticated)/feedback-inbox/FeedbackInboxClient.tsx","234","FeedbackCard","route-local","internal","1","local"
"src/app/(authenticated)/feedback-inbox/FeedbackInboxClient.tsx","259","FeedbackInboxClient","route-local","exported","1","local"
"src/app/(authenticated)/feedback-inbox/page.tsx","6","FeedbackInboxPage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/_components/InvoicesClient.tsx","148","InvoicesClient","route-local","exported","1","local"
"src/app/(authenticated)/invoices/[id]/edit/page.tsx","23","EditInvoicePage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/[id]/InvoiceDetailClient.tsx","78","PreviewSection","route-local","internal","1","local"
"src/app/(authenticated)/invoices/[id]/InvoiceDetailClient.tsx","100","EmptyPreviewMessage","route-local","internal","1","local"
"src/app/(authenticated)/invoices/[id]/InvoiceDetailClient.tsx","108","EntryPreviewTable","route-local","internal","1","local"
"src/app/(authenticated)/invoices/[id]/InvoiceDetailClient.tsx","159","RecurringPreviewTable","route-local","internal","1","local"
"src/app/(authenticated)/invoices/[id]/InvoiceDetailClient.tsx","206","LineItemsPreviewTable","route-local","internal","1","local"
"src/app/(authenticated)/invoices/[id]/InvoiceDetailClient.tsx","233","InvoiceDetailClient","route-local","exported","1","local"
"src/app/(authenticated)/invoices/[id]/page.tsx","13","InvoicePage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/[id]/payment/page.tsx","22","RecordPaymentPage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/catalog/page.tsx","26","LineItemCatalogPage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/export/page.tsx","19","InvoiceExportPage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/loading.tsx","3","Loading","route-entry","exported","10","route"
"src/app/(authenticated)/invoices/MobileInvoiceCard.tsx","22","MobileInvoiceCard","route-local","exported","1","local"
"src/app/(authenticated)/invoices/new/page.tsx","37","NewInvoicePage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/page.tsx","55","InvoicesPage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/recurring/[id]/edit/page.tsx","21","EditRecurringInvoicePage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/recurring/[id]/page.tsx","21","RecurringInvoiceDetailPage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/recurring/new/page.tsx","22","NewRecurringInvoicePage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/recurring/page.tsx","21","RecurringInvoicesPage","route-entry","exported","1","route"
"src/app/(authenticated)/invoices/vendors/page.tsx","22","PrimaryContactCell","route-entry","internal","1","route"
"src/app/(authenticated)/invoices/vendors/page.tsx","81","VendorsPage","route-entry","exported","2","route"
"src/app/(authenticated)/layout.tsx","46","Layout","route-entry","exported","1","route"
"src/app/(authenticated)/menu-management/_components/EditableCurrencyCell.tsx","14","EditableCurrencyCell","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/_components/MenuDishesTable.tsx","281","MenuDishesTable","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/_components/MenuManagementClient.tsx","137","MenuManagementClient","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/_components/StatusToggleCell.tsx","13","StatusToggleCell","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/CompositionRow.tsx","188","IngredientCompositionRow","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/CompositionRow.tsx","452","RecipeCompositionRow","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishCompositionTab.tsx","247","DishCompositionTab","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishCompositionTab.tsx","496","CostBreakdownFooter","route-local","internal","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishCompositionTab.tsx","645","Row","route-local","internal","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishDrawer.tsx","53","DishDrawer","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishExpandedRow.tsx","127","DishExpandedRow","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishGpAnalysisTab.tsx","78","DishGpAnalysisTab","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishGpAnalysisTab.tsx","586","CombinationsSection","route-local","internal","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishMenusTab.tsx","50","DishMenusTab","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/_components/DishOverviewTab.tsx","47","DishOverviewTab","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/dishes/page.tsx","184","MenuDishesPage","route-entry","exported","1","route"
"src/app/(authenticated)/menu-management/ingredients/_components/IngredientDietaryFlagsCell.tsx","29","IngredientDietaryFlagsCell","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/ingredients/_components/IngredientDrawer.tsx","207","IngredientDrawer","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/ingredients/_components/IngredientExpandedRow.tsx","63","IngredientExpandedRow","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/ingredients/_components/PriceHistoryPopover.tsx","25","PriceHistoryPopover","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/ingredients/page.tsx","232","MenuIngredientsPage","route-entry","exported","1","route"
"src/app/(authenticated)/menu-management/page.tsx","3","MenuManagementPage","route-entry","exported","1","route"
"src/app/(authenticated)/menu-management/recipes/_components/RecipeDrawer.tsx","112","RecipeDrawer","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/recipes/_components/RecipeExpandedRow.tsx","66","RecipeExpandedRow","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/recipes/_components/RecipeIngredientRow.tsx","77","RecipeIngredientRow","route-local","exported","1","local"
"src/app/(authenticated)/menu-management/recipes/page.tsx","125","MenuRecipesPage","route-entry","exported","1","route"
"src/app/(authenticated)/messages/_components/MessagesClient.tsx","120","MessagesClient","route-local","exported","1","local"
"src/app/(authenticated)/messages/bulk/BulkMessagesClient.tsx","70","BulkMessagesClient","route-local","exported","1","local"
"src/app/(authenticated)/messages/bulk/page.tsx","25","BulkMessagesPage","route-entry","exported","1","route"
"src/app/(authenticated)/messages/holding/_components/HoldingQueueActions.tsx","25","HoldingQueueActions","route-local","exported","1","local"
"src/app/(authenticated)/messages/holding/page.tsx","23","HoldingQueuePage","route-entry","exported","1","route"
"src/app/(authenticated)/messages/page.tsx","5","MessagesPage","route-entry","exported","1","route"
"src/app/(authenticated)/mgd/_components/CollectionForm.tsx","23","CollectionForm","route-local","exported","1","local"
"src/app/(authenticated)/mgd/_components/MgdClient.tsx","109","MgdClient","route-local","exported","1","local"
"src/app/(authenticated)/mgd/_components/MgdClient.tsx","692","MachineCountField","route-local","internal","1","local"
"src/app/(authenticated)/mgd/_components/MgdClient.tsx","769","HmrcFormatContent","route-local","internal","1","local"
"src/app/(authenticated)/mgd/insights/_components/MgdInsightsClient.tsx","45","MgdInsightsClient","route-local","exported","1","local"
"src/app/(authenticated)/mgd/insights/page.tsx","14","MgdInsightsPage","route-entry","exported","1","route"
"src/app/(authenticated)/mgd/page.tsx","12","MgdPage","route-entry","exported","1","route"
"src/app/(authenticated)/mileage/_components/DestinationsClient.tsx","44","DestinationsClient","route-local","exported","1","local"
"src/app/(authenticated)/mileage/_components/MileageClient.tsx","65","MileageClient","route-local","exported","1","local"
"src/app/(authenticated)/mileage/_components/TripForm.tsx","38","TripForm","route-local","exported","1","local"
"src/app/(authenticated)/mileage/destinations/page.tsx","14","MileageDestinationsPage","route-entry","exported","1","route"
"src/app/(authenticated)/mileage/insights/_components/MileageInsightsClient.tsx","49","MileageInsightsClient","route-local","exported","1","local"
"src/app/(authenticated)/mileage/insights/page.tsx","15","MileageInsightsPage","route-entry","exported","1","route"
"src/app/(authenticated)/mileage/page.tsx","13","MileagePage","route-entry","exported","1","route"
"src/app/(authenticated)/oj-projects/_components/OJProjectsNav.tsx","14","OJProjectsNav","route-local","exported","1","local"
"src/app/(authenticated)/oj-projects/_components/ProjectsOverview.tsx","82","ProjectsOverview","route-local","exported","1","local"
"src/app/(authenticated)/oj-projects/clients/_components/ClientsClient.tsx","191","ClientsClient","route-local","exported","1","local"
"src/app/(authenticated)/oj-projects/clients/page.tsx","4","OJClientsPage","route-entry","exported","1","route"
"src/app/(authenticated)/oj-projects/entries/_components/EntriesClient.tsx","83","EntriesClient","route-local","exported","1","local"
"src/app/(authenticated)/oj-projects/entries/page.tsx","7","OJEntriesPage","route-entry","exported","1","route"
"src/app/(authenticated)/oj-projects/layout.tsx","6","OJProjectsLayout","route-entry","exported","1","route"
"src/app/(authenticated)/oj-projects/page.tsx","8","OJProjectsOverviewPage","route-entry","exported","1","route"
"src/app/(authenticated)/oj-projects/projects/_components/ProjectsClient.tsx","71","ProjectsClient","route-local","exported","1","local"
"src/app/(authenticated)/oj-projects/projects/[id]/_components/ProjectDetailClient.tsx","46","ProjectDetailClient","route-local","exported","1","local"
"src/app/(authenticated)/oj-projects/projects/[id]/page.tsx","11","OJProjectDetailPage","route-entry","exported","1","route"
"src/app/(authenticated)/oj-projects/projects/page.tsx","5","OJProjectsListPage","route-entry","exported","1","route"
"src/app/(authenticated)/oj-projects/work-types/_components/WorkTypesClient.tsx","49","WorkTypesClient","route-local","exported","1","local"
"src/app/(authenticated)/oj-projects/work-types/page.tsx","4","OJWorkTypesPage","route-entry","exported","1","route"
"src/app/(authenticated)/parking/_components/ParkingClient.tsx","141","ParkingClient","route-local","exported","1","local"
"src/app/(authenticated)/parking/_components/ParkingClient.tsx","1006","DetailRow","route-local","internal","2","local"
"src/app/(authenticated)/parking/_components/RefundDialog.tsx","33","RefundDialog","route-local","exported","2","local"
"src/app/(authenticated)/parking/_components/RefundHistoryTable.tsx","45","RefundHistoryTable","route-local","exported","2","local"
"src/app/(authenticated)/parking/page.tsx","5","ParkingPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/_components/PrivateBookingsClient.tsx","75","PlusIcon","route-local","internal","2","local"
"src/app/(authenticated)/private-bookings/_components/PrivateBookingsClient.tsx","134","PrivateBookingsClient","route-local","exported","1","local"
"src/app/(authenticated)/private-bookings/[id]/communications/page.tsx","17","PrivateBookingCommunicationsPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/[id]/edit/page.tsx","55","EditPrivateBookingPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/[id]/items/page.tsx","135","AddItemModal","route-entry","internal","2","route"
"src/app/(authenticated)/private-bookings/[id]/items/page.tsx","605","EditItemModal","route-entry","internal","2","route"
"src/app/(authenticated)/private-bookings/[id]/items/page.tsx","735","ItemsPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/[id]/messages/page.tsx","14","PrivateBookingMessagesPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/[id]/messages/PrivateBookingMessagesClient.tsx","122","PrivateBookingMessagesClient","route-local","exported","1","local"
"src/app/(authenticated)/private-bookings/[id]/page.tsx","17","PrivateBookingDetailPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/[id]/PaymentHistoryTable.tsx","25","PaymentHistoryTable","route-local","exported","1","local"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","249","PaymentModal","route-local","internal","1","local"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","396","SortableBookingItem","route-local","internal","1","local"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","556","StatusModal","route-local","internal","1","local"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","954","AddItemModal","route-local","internal","2","local"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","1365","DiscountModal","route-local","internal","1","local"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","1509","EditItemModal","route-local","internal","2","local"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","1671","PrivateBookingDetailClient","route-local","exported","1","local"
"src/app/(authenticated)/private-bookings/calendar/page.tsx","7","PrivateBookingsCalendarPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/loading.tsx","3","Loading","route-entry","exported","10","route"
"src/app/(authenticated)/private-bookings/new/page.tsx","37","NewPrivateBookingPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/page.tsx","9","PrivateBookingsPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/PrivateBookingDetailServer.tsx","12","PrivateBookingDetailServer","route-local","exported","1","local"
"src/app/(authenticated)/private-bookings/settings/catering/page.tsx","8","CateringPackagesPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/settings/page.tsx","13","PrivateBookingsSettingsPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/settings/spaces/page.tsx","110","VenueSpacesPage","route-entry","exported","1","route"
"src/app/(authenticated)/private-bookings/settings/vendors/page.tsx","93","VendorsPage","route-entry","exported","2","route"
"src/app/(authenticated)/private-bookings/sms-queue/page.tsx","78","SmsQueuePage","route-entry","exported","1","route"
"src/app/(authenticated)/profile/_components/ProfileClient.tsx","56","ProfileClient","route-local","exported","1","local"
"src/app/(authenticated)/profile/change-password/page.tsx","14","ChangePasswordPage","route-entry","exported","1","route"
"src/app/(authenticated)/profile/page.tsx","3","ProfilePage","route-entry","exported","1","route"
"src/app/(authenticated)/quotes/_components/QuotesClient.tsx","105","QuotesClient","route-local","exported","1","local"
"src/app/(authenticated)/quotes/[id]/convert/page.tsx","24","ConvertQuotePage","route-entry","exported","1","route"
"src/app/(authenticated)/quotes/[id]/edit/page.tsx","24","EditQuotePage","route-entry","exported","1","route"
"src/app/(authenticated)/quotes/[id]/page.tsx","29","QuoteDetailPage","route-entry","exported","1","route"
"src/app/(authenticated)/quotes/new/page.tsx","36","NewQuotePage","route-entry","exported","1","route"
"src/app/(authenticated)/quotes/page.tsx","6","QuotesPage","route-entry","exported","1","route"
"src/app/(authenticated)/receipts/_components/PnlClient.tsx","63","MetricCard","route-local","internal","1","local"
"src/app/(authenticated)/receipts/_components/PnlClient.tsx","91","PnlClient","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ReceiptBulkReviewClient.tsx","81","ReceiptBulkReviewClient","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ReceiptsClient.tsx","71","ReceiptsClient","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ReceiptsPageChrome.tsx","29","ReceiptsPageChrome","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptExport.tsx","9","ReceiptExport","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptFilters.tsx","44","ReceiptFilters","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptList.tsx","84","ReceiptList","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptMobileCard.tsx","40","ReceiptMobileCard","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptReclassify.tsx","10","ReceiptReclassify","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptRules.tsx","81","MatchDescriptionTokenPreview","route-local","internal","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptRules.tsx","104","RulePreviewPanel","route-local","internal","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptRules.tsx","129","ReceiptRules","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptStats.tsx","26","ReceiptStats","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptTableRow.tsx","41","SourceBadge","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptTableRow.tsx","53","ClassificationBadge","route-local","internal","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptTableRow.tsx","78","ReceiptTableRow","route-local","exported","1","local"
"src/app/(authenticated)/receipts/_components/ui/ReceiptUpload.tsx","20","ReceiptUpload","route-local","exported","1","local"
"src/app/(authenticated)/receipts/bulk/page.tsx","18","ReceiptsBulkPage","route-entry","exported","1","route"
"src/app/(authenticated)/receipts/missing-expense/page.tsx","23","ReceiptsMissingExpensePage","route-entry","exported","1","route"
"src/app/(authenticated)/receipts/missing-expense/page.tsx","141","SummaryCard","route-entry","internal","1","route"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","26","MonthlyCharts","route-local","exported","1","local"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","93","Bar","route-local","internal","1","local"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","120","LegendSwatch","route-local","internal","1","local"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","134","StackedBreakdownChart","route-local","exported","1","local"
"src/app/(authenticated)/receipts/monthly/page.tsx","89","ReceiptsMonthlyPage","route-entry","exported","1","route"
"src/app/(authenticated)/receipts/monthly/page.tsx","375","StatCard","route-entry","internal","1","route"
"src/app/(authenticated)/receipts/monthly/page.tsx","411","ChangePill","route-entry","internal","1","route"
"src/app/(authenticated)/receipts/monthly/page.tsx","444","InsightsFeed","route-entry","internal","1","route"
"src/app/(authenticated)/receipts/monthly/page.tsx","487","TopList","route-entry","internal","1","route"
"src/app/(authenticated)/receipts/page.tsx","26","ReceiptsPage","route-entry","exported","1","route"
"src/app/(authenticated)/receipts/pnl/page.tsx","9","ReceiptsPnlPage","route-entry","exported","1","route"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","118","VendorSummaryGrid","route-local","exported","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","310","SegmentedControl","route-local","internal","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","353","MovementMetric","route-local","internal","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","381","DivergingMovementChart","route-local","internal","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","422","VendorMovementPanel","route-local","internal","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","721","VendorDetailDrawer","route-local","internal","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","864","MonthlyMovementTable","route-local","internal","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","911","TransactionTable","route-local","internal","1","local"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","960","Metric","route-local","internal","2","local"
"src/app/(authenticated)/receipts/vendors/page.tsx","10","ReceiptsVendorsPage","route-entry","exported","1","route"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1106","Field","route-local","internal","2","local"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1116","SlotDateTimeInput","route-local","internal","1","local"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1184","ActionStateMessage","route-local","internal","1","local"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1193","ProfileField","route-local","internal","1","local"
