"path","line","component","layer","visibility","same_name_count","initial_status"
"src/ds/composites/Table.tsx","101","TableHead","ds-composite","exported","1","review"
"src/ds/composites/Table.tsx","160","TableCell","ds-composite","exported","1","review"
"src/ds/composites/Table.tsx","188","TablePagination","ds-composite","exported","1","review"
"src/ds/composites/Tabs.tsx","46","Tabs","ds-composite","exported","1","review"
"src/ds/icons/Icon.tsx","30","Icon","ds-icon","exported","2","review"
"src/ds/primitives/Accordion.tsx","39","Accordion","ds-primitive","exported","1","review"
"src/ds/primitives/Alert.tsx","40","Alert","ds-primitive","exported","1","review"
"src/ds/primitives/Avatar.tsx","42","Avatar","ds-primitive","exported","1","review"
"src/ds/primitives/Avatar.tsx","66","AvatarStack","ds-primitive","exported","1","review"
"src/ds/primitives/Badge.tsx","58","Badge","ds-primitive","exported","1","review"
"src/ds/primitives/Button.tsx","45","Spinner","ds-primitive","internal","2","review"
"src/ds/primitives/Button.tsx","63","Button","ds-primitive","exported","1","review"
"src/ds/primitives/Checkbox.tsx","24","Checkbox","ds-primitive","exported","1","review"
"src/ds/primitives/ConfirmDialog.tsx","38","ConfirmDialog","ds-primitive","exported","1","review"
"src/ds/primitives/DateTimePicker.tsx","11","DateTimePicker","ds-primitive","exported","1","review"
"src/ds/primitives/Drawer.tsx","33","CloseIcon","ds-primitive","internal","1","review"
"src/ds/primitives/Drawer.tsx","48","Drawer","ds-primitive","exported","1","review"
"src/ds/primitives/Dropdown.tsx","26","Dropdown","ds-primitive","exported","1","review"
"src/ds/primitives/Dropdown.tsx","65","DropdownItem","ds-primitive","exported","1","review"
"src/ds/primitives/Empty.tsx","34","Empty","ds-primitive","exported","1","review"
"src/ds/primitives/Field.tsx","28","Field","ds-primitive","exported","2","review"
"src/ds/primitives/FileUpload.tsx","14","UploadIcon","ds-primitive","internal","1","review"
"src/ds/primitives/FileUpload.tsx","22","FileUpload","ds-primitive","exported","1","review"
"src/ds/primitives/FormSubmitButton.tsx","16","FormSubmitButton","ds-primitive","exported","1","review"
"src/ds/primitives/IconButton.tsx","23","IconButton","ds-primitive","exported","1","review"
"src/ds/primitives/Input.tsx","23","Input","ds-primitive","exported","1","review"
"src/ds/primitives/LinkButton.tsx","39","LinkButton","ds-primitive","exported","1","review"
"src/ds/primitives/Modal.tsx","38","Modal","ds-primitive","exported","1","review"
"src/ds/primitives/Pagination.tsx","43","Pagination","ds-primitive","exported","1","review"
"src/ds/primitives/Popover.tsx","22","Popover","ds-primitive","exported","1","review"
"src/ds/primitives/ProgressBar.tsx","20","ProgressBar","ds-primitive","exported","1","review"
"src/ds/primitives/Radio.tsx","18","Radio","ds-primitive","exported","1","review"
"src/ds/primitives/SearchInput.tsx","22","SearchIcon","ds-primitive","internal","1","review"
"src/ds/primitives/SearchInput.tsx","29","ClearIcon","ds-primitive","internal","1","review"
"src/ds/primitives/SearchInput.tsx","36","SearchInput","ds-primitive","exported","1","review"
"src/ds/primitives/Select.tsx","23","Select","ds-primitive","exported","1","review"
"src/ds/primitives/Spinner.tsx","22","Spinner","ds-primitive","exported","2","review"
"src/ds/primitives/Stat.tsx","33","DeltaArrow","ds-primitive","internal","1","review"
"src/ds/primitives/Stat.tsx","52","Stat","ds-primitive","exported","1","review"
"src/ds/primitives/Stepper.tsx","13","CheckIcon","ds-primitive","internal","2","review"
"src/ds/primitives/Stepper.tsx","19","Stepper","ds-primitive","exported","1","review"
"src/ds/primitives/Switch.tsx","26","Switch","ds-primitive","exported","1","review"
"src/ds/primitives/Textarea.tsx","20","Textarea","ds-primitive","exported","1","review"
"src/ds/primitives/Tooltip.tsx","18","Tooltip","ds-primitive","exported","1","review"
"src/ds/shell/AppShell.tsx","24","AppShell","ds-shell","exported","1","review"
"src/ds/shell/FohClockBand.tsx","14","FohClockBand","ds-shell","exported","1","review"
"src/ds/shell/MobileChrome.tsx","36","MobileTopbar","ds-shell","exported","1","review"
"src/ds/shell/MobileChrome.tsx","76","MobileBottomNav","ds-shell","exported","1","review"
"src/ds/shell/MobileChrome.tsx","134","MobileDrawer","ds-shell","exported","1","review"
"src/ds/shell/NavCountsContext.tsx","24","NavCountsProvider","ds-shell","exported","1","review"
"src/ds/shell/Sidebar.tsx","20","Sidebar","ds-shell","exported","1","review"
"src/ds/shell/SidebarNav.tsx","136","SidebarNav","ds-shell","exported","1","review"
"src/ds/shell/Topbar.tsx","15","Topbar","ds-shell","exported","1","review"
"src/ds/shell/UserFooter.tsx","13","UserFooter","ds-shell","exported","1","review"
